step,avg_reward,std_reward,avg_ep_length,actor_loss,critic_loss,bc_loss,ql_loss,avg_q_batch,avg_q_policy,actor_grad_norm,critic_grad_norm
2000,-89.61858546223245,83.72449347014525,1000.0,0.1322499511577189,-1.0000838363170623,-0.8678338861763477,5.396603804916143,69.30476003559679,69.40727273277939,1.2775119363963603,135.87569906377792
4000,-140.2481530576438,100.56742538416869,1000.0,0.08174489010125399,-0.9993289124667645,-0.9175840238630771,9.264390877008438,186.37293318557738,186.5715537223816,0.7984021093994379,484.706990732193
6000,-273.1073732333559,301.9102251296001,1000.0,0.07596239052154123,-0.9990728575885296,-0.9231104681789875,17.82907201242447,302.01854277038575,302.51468546295166,0.6473168338388204,1045.79443875885
8000,-102.31228509977134,253.32442910878058,1000.0,0.07182812220416963,-0.9990579333305359,-0.9272298123240471,28.845201996803283,413.3659737548828,414.2865757293701,0.5459108927696943,1680.8548174972534
10000,-33.06646370741102,248.38674863435403,1000.0,0.06888725415244698,-0.9989835067391396,-0.9300962539613247,41.89528053665161,519.5459019470214,520.8986222076416,0.48356515186280014,2470.0673106536865
12000,-101.13064309839935,304.8374119999661,1000.0,0.06665572243928909,-0.9988684653341771,-0.9322127432823181,57.76351784515381,620.0328337402344,621.7831768188477,0.4411673729792237,3280.2657158813477
14000,-539.1878032104556,583.501349562671,1000.0,0.06443185089901089,-0.9988682301342487,-0.9344363805949688,73.76840072250366,714.5951445617676,716.6075389404297,0.4024416013583541,4126.870912475586
16000,-490.7171728870725,616.9507940782543,1000.0,0.06241933161392808,-0.9988333394527436,-0.9364140087664128,91.75850347518922,802.5955128784179,804.7950197143555,0.3796358042433858,4673.973863800049
18000,-59.23785323152949,592.6665400389431,1000.0,0.060614433703944086,-0.9985775353908539,-0.9379631031453609,110.1586592388153,883.1417052612304,885.4323070983887,0.36219012083858254,5538.145311248779
20000,-743.1204376943036,479.58703291852,1000.0,0.05909142931178212,-0.9983803853392601,-0.9392889574766159,137.00667055320739,956.8833236999511,959.2298721618653,0.35100234953314063,6977.331403930664
22000,-397.2823901018304,366.3492565122392,1000.0,0.057514369690790774,-0.9982373042106628,-0.9407229350507259,153.81682958984376,1024.124189666748,1026.5020415344238,0.3500977632701397,6399.121335205078
24000,-209.04970837795753,205.87199101299814,1000.0,0.05625200447440147,-0.9981739696562291,-0.9419219655394554,176.51941721725464,1084.9714779663086,1087.422170654297,0.3484529221653938,6942.732931213379
26000,-256.48227334091087,36.01721817595143,1000.0,0.05506129993870854,-0.9979539893865585,-0.9428926910758019,192.97555677032472,1140.908907409668,1143.3824367065429,0.34652107168734075,8114.106772644043
28000,-268.12228086882743,43.00255312725889,1000.0,0.05416228300705552,-0.9978089436590671,-0.9436466619372368,215.5534243812561,1190.8590170288087,1193.3276860351561,0.3430065830498934,7789.3029009399415
30000,-233.19150241232578,42.28011320006752,1000.0,0.05308809898979962,-0.9975681419968605,-0.9444800435006618,225.2641667137146,1236.6791139526367,1239.1749155273437,0.3435667967945337,8501.776186767578
32000,-207.40384635292872,41.67203090541529,1000.0,0.05213421443477273,-0.9974096419811249,-0.945275428712368,238.7615390701294,1277.6167622680664,1280.139777709961,0.3305954366624355,8788.021063232422
34000,-249.68977496605626,24.358823930264837,1000.0,0.05143209258466959,-0.9972047798335553,-0.9457726880908013,253.64398738479613,1314.931725769043,1317.4529022827148,0.33462936972081664,9013.392104370118
36000,-225.66418220115347,59.497394855971926,1000.0,0.05079583038203418,-0.9970128541886807,-0.9462170256376267,268.0484977684021,1348.6849970703124,1351.2277700805664,0.3272712873592973,10194.851084472657
38000,-43.17820439472597,250.1461402509301,1000.0,0.05020955532602966,-0.996908236682415,-0.9466986828744411,290.2602251815796,1379.6842669677735,1382.238088684082,0.32132359012961387,10244.806215698241
40000,-189.30274664818307,122.76612630238716,1000.0,0.049513207372277976,-0.9967238670289517,-0.947210660457611,313.813658531189,1408.2162080078126,1410.8170401000978,0.32242191351205113,10332.862444091797
42000,-205.8599740350126,70.3296024830711,1000.0,0.04889134417846799,-0.996510095089674,-0.9476187516152859,314.5089954338074,1433.2308292236328,1435.8537982177734,0.31832679291814564,10766.932099853515
44000,-54.12489679576718,248.2671388423156,1000.0,0.048757790815085175,-0.9963847033977509,-0.9476269137561322,334.78890425872805,1456.356928466797,1458.9890568847657,0.3154670272320509,11466.194321655274
46000,-147.06187940006492,75.51127493893846,1000.0,0.048119182370603086,-0.9961669192910194,-0.9480477380156517,346.473700881958,1476.5296646118163,1479.2161483764648,0.3103592021614313,10948.370876098632
