step,avg_reward,std_reward,avg_ep_length,actor_loss,critic_loss,bc_loss,ql_loss,avg_q_batch,avg_q_policy,actor_grad_norm,critic_grad_norm
2000,28.752908850964968,6.242361524921356,1000.0,0.2137687089368701,-0.8522571117579937,-0.6384884023219347,0.7600670985784381,1.4017168992853257,1.9665428746119142,0.2734466733597219,1.4868120257314295
4000,17.737415265884724,4.43945344448988,1000.0,0.14289769053831697,-0.9887163191139698,-0.8458186280727387,0.9114032355546952,7.037134852528572,7.748668122053147,0.29123187910020354,3.386151469737291
6000,20.056385618399933,5.435718587973598,1000.0,0.10904760906100273,-0.9999916163086892,-0.8909440065622329,0.6562370694875718,14.151963645935059,14.454641292095184,0.2632304513193667,4.4194223170280456
8000,88.8058715642683,35.49078180405822,1000.0,0.09452053134143353,-0.9992818544507027,-0.904761323004961,0.22271713738888502,17.139028518199922,17.219119674682617,0.23677477387338877,4.758177573621273
10000,186.23801013068936,88.09897900673718,1000.0,0.09116125379502774,-0.9986924972832203,-0.9075312436521054,0.17879253566265108,18.613365394592286,18.669327152252198,0.2303065763041377,6.109452696979046
12000,343.4055281996358,8.886856226066246,1000.0,0.08930264651030302,-0.9992096564173698,-0.9099070093631745,0.1829451837129891,19.877256167411804,19.932646594047547,0.23183983329311014,8.476630061864853
14000,346.50843875388557,3.8386390031607287,1000.0,0.08747098818048835,-0.9996543374955654,-0.912183348685503,0.15712599594146012,21.049682025909423,21.097164306640625,0.2246688563376665,10.458718683719635
16000,353.9851927596616,2.1969253055784055,1000.0,0.08585917066037654,-0.9999780739843845,-0.9141189032495022,0.1261932029426098,22.037304906845094,22.07416195297241,0.21224127783253788,11.572741135954857
18000,350.51506737045304,3.8215936414558347,1000.0,0.08497852824628353,-0.9998894038796425,-0.9149108752906322,0.10968646326102316,22.917292572021484,22.95544411087036,0.20893147188425065,10.812926451444627
20000,350.7923815510877,2.053055641546711,1000.0,0.08414919405803084,-0.9999881829321384,-0.9158389886021614,0.07576317778415978,23.698047543525696,23.7288618516922,0.19877805518731476,9.213897118330001
22000,347.7431299526028,1.5797211590765563,1000.0,0.08358577440679073,-1.0001115140914918,-0.9165257402956486,0.061292014058679345,24.383225191116335,24.410933753967285,0.19479011289030312,7.666179223001003
24000,351.6002966396651,2.0326678852849946,1000.0,0.08323731249012054,-1.0000322718024255,-0.9167949592769146,0.06328162975423038,24.980771710395814,25.009911945343017,0.18988838554546236,8.10253003513813
26000,354.50447796149774,2.279825100930897,1000.0,0.08311808485724032,-0.9999501251876354,-0.9168320403695106,0.07753325762413442,25.539379961013793,25.573749735832216,0.18910061002522707,9.30424987244606
28000,355.47558513372667,1.9664037216680161,1000.0,0.08280726461857557,-1.000025952666998,-0.9172186884582043,0.08822205556929111,26.085591654777527,26.124662128448485,0.1860392338037491,10.301870171785355
30000,353.9099552791732,2.1266920091295485,1000.0,0.08280875107459724,-1.0001249540150166,-0.9173162033557892,0.0919686531033367,26.606314898490904,26.64666219329834,0.18510408912971615,10.265214566707611
32000,356.0436985872602,1.8170388146242136,1000.0,0.08238317805342377,-1.0000306503772736,-0.9176474723517895,0.08951828914694487,27.098395964622497,27.13853269481659,0.18003209671378137,9.740059900403022
34000,354.95786464372236,2.238958403814891,1000.0,0.08216665784083307,-0.9998933633565903,-0.9177267059087754,0.08255027664639056,27.521364459991457,27.55972566986084,0.1791585304737091,8.865432013332844
36000,350.468413987597,1.8089373021728563,1000.0,0.0822483350597322,-0.9999933015406132,-0.9177449663281441,0.07735234157927334,27.90663749885559,27.944349725723267,0.17693579598516226,8.607636557161808
38000,352.0106603076398,2.851540643776492,1000.0,0.08205762469395995,-0.9999409643113613,-0.9178833396434783,0.07811260627768933,28.25301825428009,28.29193305873871,0.17557243239507078,8.568590327262879
40000,353.769601443224,2.9355118533508047,1000.0,0.08177812212333083,-1.0000094703137874,-0.9182313486039638,0.0827153475470841,28.571231254577636,28.61024850845337,0.17514637180417775,8.931141905784607
42000,354.43698664090937,2.101034760525754,1000.0,0.08191509772278369,-0.9999452029764653,-0.918030105292797,0.08486268876492978,28.869595685005187,28.909713908195496,0.1699515441209078,8.93560471379757
44000,354.34190535568365,2.1215845308049643,1000.0,0.08192641013860702,-1.000014352709055,-0.9180879418551922,0.08575996005907655,29.148735111236572,29.189802035331727,0.17000104491785167,8.654791960835457
46000,354.58518840804237,2.677041955498338,1000.0,0.08170816130749882,-1.0000423845350743,-0.9183342226445675,0.08362757661007345,29.411813327789307,29.453480043411254,0.1703012554459274,8.230339159846306
48000,355.35469913144016,2.987865655227043,1000.0,0.0815873884242028,-0.9999827018976212,-0.918395313411951,0.08007959808968007,29.636379459381104,29.6768362159729,0.1667768931053579,7.975327926158905
50000,353.71981109955095,2.4701426301279406,1000.0,0.08153381756134331,-1.000052563637495,-0.9185187458395958,0.07907285723835229,29.838691150665284,29.87879759502411,0.1657282058224082,7.984920552968979
52000,354.36995101195356,2.6972740414319274,1000.0,0.08133437722735107,-1.0000188207030296,-0.9186844433844089,0.0793901189621538,30.02169867515564,30.06094241142273,0.16861906329542398,7.835888474941254
54000,356.85652791827414,2.719456659652381,1000.0,0.08118080403283238,-0.9999704909324646,-0.9187896867692471,0.08202670593559742,30.18755328273773,30.227967007637023,0.16306260160729288,8.056376024127006
56000,354.77934442942194,2.7499341747642005,1000.0,0.08091574912890792,-1.0000201215445996,-0.9191043726503849,0.08242163388244808,30.32770917606354,30.366751664161683,0.1631393150575459,7.968728728890419
