step,avg_reward,std_reward,avg_ep_length,actor_loss,critic_loss,bc_loss,ql_loss,avg_q_batch,avg_q_policy,actor_grad_norm,critic_grad_norm
2000,159.32452214131322,119.11402678617173,118.2,0.1066497407630086,-0.9997850646972656,-0.8931353251934051,1.7008981681987643,29.98092308125645,30.122649176038802,0.3819796214029193,24.651389655426144
4000,263.5260672076485,49.32792877020914,144.7,0.0646774642188102,-1.000064661681652,-0.9353871985673904,2.143202670097351,83.47539178657532,83.66066442298889,0.2986646745577455,88.84244279909134
6000,37.54454279482992,13.053225484441452,44.8,0.057424898378551005,-0.999917321562767,-0.94249242451787,2.49749334102869,137.01899091339112,137.21628394317628,0.2758835350722075,181.57819480609894
8000,923.0494688431139,1099.0071819489851,220.8,0.05350300966389477,-0.9999892739355564,-0.9464862652420998,3.8982760103940963,186.4312440032959,186.65915506744383,0.25842228887975216,325.8454617271423
10000,171.53863958175185,369.08377424267724,69.7,0.05060162330977619,-0.9999313262104988,-0.9493297041356563,4.718934329748154,231.67208892822265,231.88963214111328,0.24345275603979827,437.4737043247223
12000,16.106719042392733,5.667677338990581,26.8,0.04822971946559847,-0.9999946452081203,-0.951764927327633,5.538495730042458,272.65339866638186,272.84299129486084,0.2296427180916071,544.2992226600647
14000,10.50912895613941,1.5954841077494217,21.4,0.04644044944643974,-0.999891127973795,-0.953450680077076,6.201601650357246,309.7315750579834,309.90256620788574,0.21844437972456215,661.8062889976502
16000,930.7984345546313,1597.2672100590148,205.2,0.04496864112652838,-1.000081962108612,-0.9551133220493794,6.479365007519722,343.36670111083987,343.53901205444333,0.20853132240474223,695.7085511779785
18000,42.16372124263913,69.89289371607487,34.8,0.043851108994334934,-0.9998508558869362,-0.9559997480213642,7.230566688537598,373.80962028503416,373.97986627197264,0.20124883500486612,881.5720824813843
20000,1206.2454593155885,1101.6930986707753,246.6,0.04266026740521193,-0.9999990653693676,-0.9573387987911701,7.393656769633293,401.64919781494143,401.826864654541,0.1933343144580722,837.5785099945068
22000,41.30207726298897,36.78535246331384,36.4,0.04172623068653047,-0.9998727800548076,-0.9581465495824814,8.544527271866798,426.891197845459,427.0749722290039,0.18533632558584212,1048.3145651550292
24000,25.935746176819613,27.353205816973272,29.1,0.04086735262349248,-0.9999412966370582,-0.9590739453732967,8.331019384980202,449.9428557128906,450.12786378479007,0.17978339613974095,1109.2235990371705
26000,52.1827824286536,70.48537347285674,40.0,0.040037541503086686,-0.9999673991501331,-0.9599298582077026,9.268782829999923,470.83998669433595,471.0326408843994,0.1747448786869645,1121.790544029236
28000,19.625124482928168,3.498586666912461,27.3,0.03930327418539673,-0.9999793557822705,-0.960676082611084,9.649100629806519,489.7060022125244,489.90090550231935,0.1681701427809894,1172.5728942642213
30000,49.92073170346805,93.44068341686919,36.5,0.038798207338899375,-0.9999878712892533,-0.9611896646022796,10.125214655160905,507.0738215332031,507.26610064697263,0.16478092680871487,1209.6358455123902
32000,113.79835011524673,156.90078553632804,56.9,0.038098043628036975,-0.9999626710414886,-0.9618646280765534,11.061630247354508,522.4961575927734,522.6863083343505,0.1630537050962448,1343.0438721618652
34000,53.085136239256634,91.53421511024155,38.7,0.037445670127868654,-0.9999926724731922,-0.9625470030009746,11.45763081085682,536.5807745056152,536.7656509094238,0.1593776679523289,1263.8541224594117
36000,405.97182172345157,742.9717785949276,101.9,0.03706101892981678,-0.9999121847748756,-0.962851166009903,12.009848759889604,548.9998945922852,549.1832785644531,0.15748401180654764,1493.1790505218505
38000,274.13281128643604,335.63448049469787,93.9,0.03656801135931164,-1.0000452894568443,-0.9634772785604,12.16722891330719,560.4807321166992,560.670161315918,0.15608938999474048,1350.4910963363648
40000,17.250214882553195,2.5595807841771037,25.2,0.03615850250516087,-1.000050967425108,-0.9638924655914307,11.899734284639358,570.8879902038574,571.0824301147461,0.1536422355771065,1345.7319260253905
42000,97.90450416726412,150.35637492613313,52.3,0.035700060640461745,-1.0000458900332452,-0.9643458300232888,12.857889484643936,580.1867041625976,580.384622253418,0.15092080603912472,1457.089060432434
44000,315.2625828029836,866.6003319711848,80.7,0.035414872878231106,-0.9999550752937794,-0.9645402028262615,12.405300938367844,588.7320919189453,588.9315971679688,0.14958380244672298,1511.918063835144
46000,49.44530710335947,42.99915533942699,39.1,0.03518189919833094,-0.9999556715786457,-0.9647737726569175,13.659608107328415,596.5708372802734,596.7717524108887,0.14968965690210462,1550.4944248046875
48000,639.8892591407787,1818.0618087468074,130.5,0.034822402449324726,-1.0000204671919346,-0.9651980647742748,12.659895188331603,603.6503774108887,603.8500491027833,0.1483946937918663,1440.7318491363526
